method,seed,episode,loss,reward,useful_correct,redundant_correct,no_search_correct,distractor_wrong,useful_minus_redundant,avg_prefix_ig,avg_redundancy_penalty
reward_tpo,0,1,1.4631857872009277,0.0729166641831398,0.015625,0.02083333395421505,0.0052083334885537624,0.2083333283662796,-0.00520833395421505,0.22697754204273224,0.6666666865348816
reward_tpo,0,10,1.060357928276062,0.4635416567325592,0.0885416641831398,0.1145833358168602,0.0,0.0677083358168602,-0.026041671633720398,0.1814666986465454,0.7630208134651184
reward_tpo,0,20,1.0246707201004028,0.71875,0.109375,0.0989583358168602,0.0052083334885537624,0.0416666679084301,0.010416664183139801,0.09817961603403091,0.6380208134651184
reward_tpo,0,30,1.1079907417297363,0.7447916865348816,0.0989583358168602,0.0833333358168602,0.0,0.0052083334885537624,0.015625,0.08043847233057022,0.5885416865348816
reward_tpo,0,40,1.1009870767593384,0.8177083134651184,0.0677083358168602,0.1302083283662796,0.03125,0.010416666977107525,-0.0624999925494194,0.0748363733291626,0.6458333134651184
reward_tpo,0,50,1.0419695377349854,0.828125,0.140625,0.21875,0.02083333395421505,0.02083333395421505,-0.078125,0.11526641249656677,0.7252604365348816
reward_tpo,0,60,1.1608083248138428,0.8177083134651184,0.15625,0.140625,0.015625,0.010416666977107525,0.015625,0.11423873901367188,0.625
prefixig_grpo,0,1,-0.10303454101085663,0.0677083358168602,0.02604166604578495,0.02083333395421505,0.0,0.1875,0.0052083320915699005,0.31554076075553894,0.7760416865348816
prefixig_grpo,0,10,-0.05795492231845856,0.0572916679084301,0.046875,0.010416666977107525,0.0,0.046875,0.036458333022892475,0.8239629864692688,0.3776041567325592
prefixig_grpo,0,20,-0.01747392676770687,0.0052083334885537624,0.0052083334885537624,0.0,0.0,0.0,0.0052083334885537624,0.9776971340179443,0.0572916679084301
prefixig_grpo,0,30,-0.0068401675671339035,0.0052083334885537624,0.0052083334885537624,0.0,0.0,0.0,0.0052083334885537624,0.9881644248962402,0.02083333395421505
prefixig_grpo,0,40,-0.0020177969709038734,0.0,0.0,0.0,0.0,0.0,0.0,0.9944505095481873,0.02083333395421505
prefixig_grpo,0,50,-0.00047554573393426836,0.0,0.0,0.0,0.0,0.0,0.0,0.9879007935523987,0.02734375
prefixig_grpo,0,60,-0.00025294566876254976,0.0,0.0,0.0,0.0,0.0,0.0,0.9957918524742126,0.014322916977107525
prefixig_atgpo,0,1,-0.03560171648859978,0.0572916679084301,0.02083333395421505,0.015625,0.0,0.1770833283662796,0.00520833395421505,0.31420275568962097,0.7825520634651184
prefixig_atgpo,0,10,-0.017758892849087715,0.2135416716337204,0.0,0.2135416716337204,0.0,0.02604166604578495,-0.2135416716337204,0.6296799778938293,2.1640625
prefixig_atgpo,0,20,-0.006204621400684118,0.8541666865348816,0.0520833320915699,0.8020833134651184,0.0,0.0,-0.7499999813735485,0.6276237368583679,2.1653645038604736
