method,seed,episode,loss,reward,useful_correct,redundant_correct,no_search_correct,distractor_wrong,useful_minus_redundant,avg_prefix_ig,avg_redundancy_penalty
reward_tpo,0,1,1.7471752166748047,0.125,0.0,0.0052083334885537624,0.0026041667442768812,0.3151041567325592,-0.0052083334885537624,0.01280915830284357,0.873046875
reward_tpo,0,20,1.1474555730819702,0.7239583134651184,0.0,0.0026041667442768812,0.0,0.0338541679084301,-0.0026041667442768812,0.005460870917886496,0.6197916865348816
reward_tpo,0,40,1.45493745803833,0.8385416865348816,0.0,0.0,0.0,0.02083333395421505,0.0,0.011060145683586597,0.619140625
reward_tpo,0,60,1.567767858505249,0.8125,0.0,0.0,0.0,0.01822916604578495,0.0,0.0021793318446725607,0.5983073115348816
reward_tpo,0,80,1.6031548976898193,0.84375,0.0,0.0,0.0026041667442768812,0.02083333395421505,0.0,0.002187692793086171,0.5813801884651184
reward_tpo,0,100,1.535461187362671,0.875,0.0,0.0,0.0,0.0078125,0.0,0.002631153678521514,0.5865885615348816
reward_tpo,0,120,1.6353061199188232,0.8854166865348816,0.0,0.0,0.0,0.010416666977107525,0.0,0.0064989118836820126,0.5696614384651184
reward_tpo,0,140,1.7051565647125244,0.8828125,0.0,0.0,0.0,0.0052083334885537624,0.0,0.007461007684469223,0.5501301884651184
reward_tpo,0,160,1.691130518913269,0.8854166865348816,0.0,0.0,0.0,0.0078125,0.0,0.008904536254703999,0.5638020634651184
reward_tpo,0,180,1.7738304138183594,0.90625,0.0026041667442768812,0.0,0.0,0.0052083334885537624,0.0026041667442768812,0.012770588509738445,0.5592448115348816
reward_tpo,0,200,1.7442560195922852,0.9088541865348816,0.0,0.0,0.0,0.0078125,0.0,0.0017197426641359925,0.5553385615348816
reward_tpo,1,1,1.7593603134155273,0.0625,0.0,0.0,0.0026041667442768812,0.265625,0.0,0.10137876123189926,1.09765625
reward_tpo,1,20,1.1304186582565308,0.703125,0.0026041667442768812,0.0052083334885537624,0.0078125,0.02864583395421505,-0.0026041667442768812,0.05373409017920494,0.8255208134651184
reward_tpo,1,40,1.1522973775863647,0.7682291865348816,0.013020833022892475,0.0078125,0.0078125,0.0364583320915699,0.005208333022892475,0.16028141975402832,1.0852864980697632
reward_tpo,1,60,1.3375146389007568,0.8177083134651184,0.0052083334885537624,0.010416666977107525,0.0052083334885537624,0.02083333395421505,-0.0052083334885537624,0.13409803807735443,1.0319010019302368
reward_tpo,1,80,1.310049295425415,0.8541666865348816,0.015625,0.01822916604578495,0.0052083334885537624,0.03125,-0.0026041660457849503,0.1807749718427658,1.08984375
reward_tpo,1,100,1.2530646324157715,0.8541666865348816,0.0078125,0.013020833022892475,0.01822916604578495,0.01822916604578495,-0.005208333022892475,0.1263038069009781,1.1438802480697632
